,icon,maxscore,certified fresh,fresh/rotten,genre(s),imdb score,likes,movie id,movie name,time period,release year,score,scorer
31957,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",61,,4195,Three to Tango,1995,1999,28,critic
31958,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance,Drama",62,14.0,4196,Threesome,1990,1994,55,audience
31959,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance,Drama",62,14.0,4196,Threesome,1990,1994,29,critic
31962,AUDIENCE FRESH,100,0,fresh,"Documentary,Biography,Sport",73,,4197,Through the Fire,2005,2005,75,audience
31963,CRITIC FRESH,100,0,fresh,"Documentary,Biography,Sport",73,,4197,Through the Fire,2005,2005,69,critic
31964,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Crime,Thriller",62,,4198,Throw Momma from the Train,1985,1987,54,audience
31965,CRITIC FRESH,100,0,fresh,"Comedy,Crime,Thriller",62,,4198,Throw Momma from the Train,1985,1987,62,critic
31966,AUDIENCE FRESH,100,0,rotten,"Animation,Family,Fantasy",64,639.0,4199,Thumbelina,1990,1994,67,audience
31967,CRITIC ROTTEN,100,0,rotten,"Animation,Family,Fantasy",64,639.0,4199,Thumbelina,1990,1994,25,critic
31980,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",66,778.0,4200,Thumbsucker,2005,2005,71,audience
31981,CRITIC FRESH,100,0,fresh,"Comedy,Drama",66,778.0,4200,Thumbsucker,2005,2005,71,critic
32002,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Comedy",42,,4201,Thunderbirds,2000,2004,36,audience
32003,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Comedy",42,,4201,Thunderbirds,2000,2004,19,critic
32004,AUDIENCE FRESH,100,0,fresh,"Crime,Mystery,Thriller",68,,4202,Thunderheart,1990,1992,75,audience
32005,CRITIC FRESH,100,0,fresh,"Crime,Mystery,Thriller",68,,4202,Thunderheart,1990,1992,88,critic
32006,AUDIENCE ROTTEN,100,0,fresh,"Comedy,Family,Sci-Fi",36,,4203,Thunderpants,2000,2002,43,audience
32007,CRITIC FRESH,100,0,fresh,"Comedy,Family,Sci-Fi",36,,4203,Thunderpants,2000,2002,60,critic
32008,AUDIENCE FRESH,100,0,rotten,"Action,Comedy,Crime",72,,4204,Thursday,1995,1998,81,audience
32009,CRITIC ROTTEN,100,0,rotten,"Action,Comedy,Crime",72,,4204,Thursday,1995,1998,33,critic
32010,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Fantasy",66,,4205,TiMER,2005,2009,62,audience
32011,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Fantasy",66,,4205,TiMER,2005,2009,62,critic
32012,AUDIENCE ROTTEN,100,0,fresh,"Horror,Sci-Fi",54,,4206,Ticks,1990,1993,40,audience
32013,CRITIC FRESH,100,0,fresh,"Horror,Sci-Fi",54,,4206,Ticks,1990,1993,67,critic
32014,AUDIENCE FRESH,100,0,rotten,"Drama,Fantasy,Horror",65,281.0,4207,Tideland,2005,2005,64,audience
32015,CRITIC ROTTEN,100,0,rotten,"Drama,Fantasy,Horror",65,281.0,4207,Tideland,2005,2005,30,critic
32028,AUDIENCE FRESH,100,1,fresh,"Drama,War",70,40.0,4208,Tigerland,2000,2000,71,audience
32029,CERTIFIED FRESH,100,1,fresh,"Drama,War",70,40.0,4208,Tigerland,2000,2000,76,critic
32052,AUDIENCE ROTTEN,100,0,fresh,"Crime,Mystery,Thriller",63,4.0,4209,Tightrope,1980,1984,51,audience
32053,CRITIC FRESH,100,0,fresh,"Crime,Mystery,Thriller",63,4.0,4209,Tightrope,1980,1984,83,critic
32076,AUDIENCE ROTTEN,100,0,rotten,Comedy,54,,4210,Tim and Eric's Billion Dollar Movie,2010,2012,47,audience
32077,CRITIC ROTTEN,100,0,rotten,Comedy,54,,4210,Tim and Eric's Billion Dollar Movie,2010,2012,37,critic
32078,AUDIENCE FRESH,100,0,fresh,"Adventure,Drama,Sci-Fi",72,,4211,Time After Time,1975,1979,72,audience
32079,CRITIC FRESH,100,0,fresh,"Adventure,Drama,Sci-Fi",72,,4211,Time After Time,1975,1979,86,critic
32080,AUDIENCE FRESH,100,1,fresh,"Adventure,Comedy,Fantasy",70,503.0,4212,Time Bandits,1980,1981,77,audience
32081,CERTIFIED FRESH,100,1,fresh,"Adventure,Comedy,Fantasy",70,503.0,4212,Time Bandits,1980,1981,91,critic
32086,AUDIENCE FRESH,100,0,fresh,Biography,76,,4213,Time Indefinite,1990,1993,80,audience
32087,CRITIC FRESH,100,0,fresh,Biography,76,,4213,Time Indefinite,1990,1993,80,critic
32088,AUDIENCE ROTTEN,100,0,fresh,"Drama,Romance",62,,4214,Timecode,2000,2000,48,audience
32089,CRITIC FRESH,100,0,fresh,"Drama,Romance",62,,4214,Timecode,2000,2000,68,critic
32090,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Sci-Fi",58,31.0,4215,Timecop,1990,1994,35,audience
32091,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Sci-Fi",58,31.0,4215,Timecop,1990,1994,44,critic
32112,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",56,154.0,4216,Timeline,2000,2003,45,audience
32113,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",56,154.0,4216,Timeline,2000,2003,11,critic
32122,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",63,115.0,4217,Tin Cup,1995,1996,65,audience
32123,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",63,115.0,4217,Tin Cup,1995,1996,69,critic
32148,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",65,,4218,Tin Men,1985,1987,64,audience
32149,CRITIC FRESH,100,0,fresh,"Comedy,Drama",65,,4218,Tin Men,1985,1987,80,critic
32150,AUDIENCE FRESH,100,1,fresh,"Drama,Mystery,Thriller",71,329.0,4219,Tinker Tailor Soldier Spy,2010,2011,65,audience
32151,CERTIFIED FRESH,100,1,fresh,"Drama,Mystery,Thriller",71,329.0,4219,Tinker Tailor Soldier Spy,2010,2011,83,critic
32162,AUDIENCE ROTTEN,100,1,fresh,"Comedy,Drama,Romance",62,397.0,4220,Tiny Furniture,2010,2010,54,audience
32163,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",62,397.0,4220,Tiny Furniture,2010,2010,79,critic
32168,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Drama,Romance",46,,4221,Tiptoes,2000,2003,22,audience
32169,CRITIC ROTTEN,100,0,rotten,"Comedy,Drama,Romance",46,,4221,Tiptoes,2000,2003,29,critic
32170,AUDIENCE FRESH,100,0,rotten,"Animation,Action,Adventure",66,549.0,4222,Titan A.E.,2000,2000,60,audience
32171,CRITIC ROTTEN,100,0,rotten,"Animation,Action,Adventure",66,549.0,4222,Titan A.E.,2000,2000,51,critic
32184,AUDIENCE FRESH,100,1,fresh,"Drama,Romance",78,5422.0,4223,Titanic,1995,1997,69,audience
32185,CERTIFIED FRESH,100,1,fresh,"Drama,Romance",78,5422.0,4223,Titanic,1995,1997,88,critic
32200,AUDIENCE FRESH,100,0,fresh,"Drama,History,Thriller",72,44.0,4224,Titus,1995,1999,85,audience
32201,CRITIC FRESH,100,0,fresh,"Drama,History,Thriller",72,44.0,4224,Titus,1995,1999,68,critic
32214,AUDIENCE FRESH,100,1,fresh,Comedy,68,,4225,To Be or Not to Be,1980,1983,94,audience
32215,CERTIFIED FRESH,100,1,fresh,Comedy,68,,4225,To Be or Not to Be,1980,1983,98,critic
32216,AUDIENCE FRESH,100,0,rotten,"Action,Drama,War",71,,4226,To End All Wars,2000,2001,85,audience
32217,CRITIC ROTTEN,100,0,rotten,"Action,Drama,War",71,,4226,To End All Wars,2000,2001,58,critic
32218,AUDIENCE ROTTEN,100,0,rotten,"Drama,Fantasy,Romance",58,,4227,To Gillian on Her 37th Birthday,1995,1996,41,audience
32219,CRITIC ROTTEN,100,0,rotten,"Drama,Fantasy,Romance",58,,4227,To Gillian on Her 37th Birthday,1995,1996,14,critic
32220,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Drama",73,,4228,To Live and Die in L.A.,1985,1985,78,audience
32221,CRITIC FRESH,100,0,fresh,"Action,Crime,Drama",73,,4228,To Live and Die in L.A.,1985,1985,91,critic
32222,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Romance",63,,4229,To Rome with Love,2010,2012,40,audience
32223,CRITIC ROTTEN,100,0,rotten,"Comedy,Romance",63,,4229,To Rome with Love,2010,2012,45,critic
32224,AUDIENCE FRESH,100,0,rotten,Drama,70,,4230,To Save a Life,2005,2009,82,audience
32225,CRITIC ROTTEN,100,0,rotten,Drama,70,,4230,To Save a Life,2005,2009,36,critic
32226,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",56,,4231,Tom and Huck,1995,1995,41,audience
32227,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",56,,4231,Tom and Huck,1995,1995,25,critic
32228,AUDIENCE ROTTEN,100,0,rotten,"Animation,Comedy,Drama",53,,4232,Tom and Jerry: The Movie,1990,1992,40,audience
32229,CRITIC ROTTEN,100,0,rotten,"Animation,Comedy,Drama",53,,4232,Tom and Jerry: The Movie,1990,1992,18,critic
32230,AUDIENCE FRESH,100,1,fresh,"Action,Biography,Drama",78,348.0,4233,Tombstone,1990,1993,94,audience
32231,CERTIFIED FRESH,100,1,fresh,"Action,Biography,Drama",78,348.0,4233,Tombstone,1990,1993,73,critic
32240,AUDIENCE ROTTEN,100,0,rotten,Comedy,53,,4234,Tomcats,2000,2001,42,audience
32241,CRITIC ROTTEN,100,0,rotten,Comedy,53,,4234,Tomcats,2000,2001,14,critic
32242,AUDIENCE FRESH,100,0,rotten,"Adventure,Comedy",71,919.0,4235,Tommy Boy,1995,1995,90,audience
32243,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy",71,919.0,4235,Tommy Boy,1995,1995,43,critic
32264,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Thriller",65,603.0,4236,Tomorrow Never Dies,1995,1997,53,audience
32265,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Thriller",65,603.0,4236,Tomorrow Never Dies,1995,1997,57,critic
32278,AUDIENCE ROTTEN,100,0,rotten,Thriller,38,,4237,Tomorrow You're Gone,2010,2012,4,audience
32279,CRITIC ROTTEN,100,0,rotten,Thriller,38,,4237,Tomorrow You're Gone,2010,2012,7,critic
32280,AUDIENCE ROTTEN,100,0,fresh,"Action,Adventure,Drama",62,,4238,"Tomorrow, When the War Began",2010,2010,57,audience
32281,CRITIC FRESH,100,0,fresh,"Action,Adventure,Drama",62,,4238,"Tomorrow, When the War Began",2010,2010,64,critic
32282,AUDIENCE ROTTEN,100,0,fresh,"Drama,Horror,Thriller",62,,4239,Tony,2005,2009,57,audience
32283,CRITIC FRESH,100,0,fresh,"Drama,Horror,Thriller",62,,4239,Tony,2005,2009,75,critic
32284,AUDIENCE ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",53,,4240,Toolbox Murders,2000,2004,33,audience
32285,CRITIC ROTTEN,100,0,rotten,"Horror,Mystery,Thriller",53,,4240,Toolbox Murders,2000,2004,53,critic
32286,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",74,215.0,4241,Tootsie,1980,1982,81,audience
32287,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",74,215.0,4241,Tootsie,1980,1982,89,critic
32296,AUDIENCE FRESH,100,0,rotten,"Action,Drama,Romance",69,614.0,4242,Top Gun,1985,1986,83,audience
32297,CRITIC ROTTEN,100,0,rotten,"Action,Drama,Romance",69,614.0,4242,Top Gun,1985,1986,54,critic
32302,AUDIENCE FRESH,100,1,fresh,"Biography,Comedy,Drama",74,,4243,Topsy-Turvy,1995,1999,79,audience
32303,CERTIFIED FRESH,100,1,fresh,"Biography,Comedy,Drama",74,,4243,Topsy-Turvy,1995,1999,89,critic
32304,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama,Romance",77,,4244,Torch Song Trilogy,1985,1988,91,audience
32305,CRITIC FRESH,100,0,fresh,"Comedy,Drama,Romance",77,,4244,Torch Song Trilogy,1985,1988,72,critic
32306,AUDIENCE FRESH,100,1,fresh,"Comedy,Romance,Drama",66,,4245,Tortilla Soup,2000,2001,70,audience
32307,CERTIFIED FRESH,100,1,fresh,"Comedy,Romance,Drama",66,,4245,Tortilla Soup,2000,2001,74,critic
32308,AUDIENCE FRESH,100,0,rotten,"Biography,Drama,Romance",66,65.0,4246,Total Eclipse,1995,1995,61,audience
32309,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,Romance",66,65.0,4246,Total Eclipse,1995,1995,25,critic
32320,AUDIENCE FRESH,100,1,fresh,"Action,Sci-Fi,Thriller",75,2231.0,4247,Total Recall,1990,1990,78,audience
32321,CERTIFIED FRESH,100,1,fresh,"Action,Sci-Fi,Thriller",75,2231.0,4247,Total Recall,1990,1990,82,critic
32336,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Mystery",63,2231.0,4248,Total Recall,2010,2012,47,audience
32337,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Mystery",63,2231.0,4248,Total Recall,2010,2012,30,critic
32352,AUDIENCE FRESH,100,0,rotten,"Drama,Family,Fantasy",65,,4249,Touchback,2010,2011,63,audience
32353,CRITIC ROTTEN,100,0,rotten,"Drama,Family,Fantasy",65,,4249,Touchback,2010,2011,38,critic
32354,AUDIENCE ROTTEN,100,0,rotten,Drama,70,,4250,Towelhead,2005,2007,57,audience
32355,CRITIC ROTTEN,100,0,rotten,Drama,70,,4250,Towelhead,2005,2007,49,critic
32356,AUDIENCE ROTTEN,100,0,fresh,"Action,Comedy,Crime",62,392.0,4251,Tower Heist,2010,2011,48,audience
32357,CRITIC FRESH,100,0,fresh,"Action,Comedy,Crime",62,392.0,4251,Tower Heist,2010,2011,66,critic
32368,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Comedy",83,4719.0,4252,Toy Story,1995,1995,92,audience
32369,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Comedy",83,4719.0,4252,Toy Story,1995,1995,100,critic
32372,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Comedy",79,3292.0,4253,Toy Story 2,1995,1999,86,audience
32373,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Comedy",79,3292.0,4253,Toy Story 2,1995,1999,100,critic
32386,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Comedy",83,3231.0,4254,Toy Story 3,2010,2010,89,audience
32387,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Comedy",83,3231.0,4254,Toy Story 3,2010,2010,99,critic
32398,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",50,,4255,Toys,1990,1992,39,audience
32399,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Drama",50,,4255,Toys,1990,1992,28,critic
32400,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Drama",56,104.0,4256,Tracers,2015,2015,37,audience
32401,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",56,104.0,4256,Tracers,2015,2015,26,critic
32414,AUDIENCE ROTTEN,100,0,fresh,"Action,Adventure,Drama",65,,4257,Tracker,2010,2010,52,audience
32415,CRITIC FRESH,100,0,fresh,"Action,Adventure,Drama",65,,4257,Tracker,2010,2010,85,critic
32416,AUDIENCE FRESH,100,1,fresh,Comedy,75,577.0,4258,Trading Places,1980,1983,85,audience
32417,CERTIFIED FRESH,100,1,fresh,Comedy,75,577.0,4258,Trading Places,1980,1983,86,critic
32440,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Crime,Mystery",49,,4259,Trail of the Pink Panther,1980,1982,33,audience
32441,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime,Mystery",49,,4259,Trail of the Pink Panther,1980,1982,25,critic
32442,AUDIENCE FRESH,100,0,rotten,"Comedy,Crime",73,91.0,4260,Trailer Park Boys: The Movie,2005,2006,77,audience
32443,CRITIC ROTTEN,100,0,rotten,"Comedy,Crime",73,91.0,4260,Trailer Park Boys: The Movie,2005,2006,57,critic
32446,AUDIENCE FRESH,100,0,fresh,"Crime,Drama,Thriller",77,1614.0,4261,Training Day,2000,2001,89,audience
32447,CRITIC FRESH,100,0,fresh,"Crime,Drama,Thriller",77,1614.0,4261,Training Day,2000,2001,72,critic
32458,AUDIENCE FRESH,100,1,fresh,Drama,82,7388.0,4262,Trainspotting,1995,1996,93,audience
32459,CERTIFIED FRESH,100,1,fresh,Drama,82,7388.0,4262,Trainspotting,1995,1996,90,critic
32486,AUDIENCE FRESH,100,1,fresh,"Comedy,Drama,Romance",62,563.0,4263,Trainwreck,2015,2015,66,audience
32487,CERTIFIED FRESH,100,1,fresh,"Comedy,Drama,Romance",62,563.0,4263,Trainwreck,2015,2015,86,critic
32492,AUDIENCE FRESH,100,0,fresh,"Action,Crime,Drama",70,140.0,4264,Traitor,2005,2008,64,audience
32493,CRITIC FRESH,100,0,fresh,"Action,Crime,Drama",70,140.0,4264,Traitor,2005,2008,64,critic
32516,AUDIENCE ROTTEN,100,0,fresh,"Action,Sci-Fi",61,,4265,Trancers,1980,1984,52,audience
32517,CRITIC FRESH,100,0,fresh,"Action,Sci-Fi",61,,4265,Trancers,1980,1984,83,critic
32518,AUDIENCE FRESH,100,1,fresh,"Adventure,Comedy,Drama",74,245.0,4266,Transamerica,2005,2005,82,audience
32519,CERTIFIED FRESH,100,1,fresh,"Adventure,Comedy,Drama",74,245.0,4266,Transamerica,2005,2005,77,critic
32526,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",63,,4267,Transformers: Dark of the Moon,2010,2011,55,audience
32527,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",63,,4267,Transformers: Dark of the Moon,2010,2011,35,critic
32528,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",60,,4268,Transformers: Revenge of the Fallen,2005,2009,57,audience
32529,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",60,,4268,Transformers: Revenge of the Fallen,2005,2009,19,critic
32530,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",52,,4269,Transformers: The Last Knight,2015,2017,45,audience
32531,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Sci-Fi",52,,4269,Transformers: The Last Knight,2015,2017,16,critic
32532,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Thriller",63,,4270,Transporter 2,2005,2005,58,audience
32533,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Thriller",63,,4270,Transporter 2,2005,2005,51,critic
32534,AUDIENCE ROTTEN,100,0,rotten,"Action,Adventure,Crime",61,1417.0,4271,Transporter 3,2005,2008,48,audience
32535,CRITIC ROTTEN,100,0,rotten,"Action,Adventure,Crime",61,1417.0,4271,Transporter 3,2005,2008,38,critic
32550,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Mystery",67,27.0,4272,Transsiberian,2005,2008,65,audience
32551,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Mystery",67,27.0,4272,Transsiberian,2005,2008,93,critic
32558,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Horror",39,,4273,Transylmania,2005,2009,20,audience
32559,CRITIC ROTTEN,100,0,rotten,"Comedy,Horror",39,,4273,Transylmania,2005,2009,0,critic
32560,AUDIENCE ROTTEN,100,0,rotten,"Adventure,Comedy,Crime",59,,4274,Trapped in Paradise,1990,1994,40,audience
32561,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy,Crime",59,,4274,Trapped in Paradise,1990,1994,10,critic
32562,AUDIENCE FRESH,100,0,fresh,"Animation,Adventure,Family",71,,4275,Treasure Planet,2000,2002,70,audience
32563,CRITIC FRESH,100,0,fresh,"Animation,Adventure,Family",71,,4275,Treasure Planet,2000,2002,69,critic
32564,AUDIENCE FRESH,100,0,fresh,"Comedy,Drama",72,49.0,4276,Trees Lounge,1995,1996,78,audience
32565,CRITIC FRESH,100,0,fresh,"Comedy,Drama",72,49.0,4276,Trees Lounge,1995,1996,81,critic
32588,AUDIENCE FRESH,100,0,fresh,"Comedy,Horror",71,784.0,4277,Tremors,1990,1990,75,audience
32589,CRITIC FRESH,100,0,fresh,"Comedy,Horror",71,784.0,4277,Tremors,1990,1990,85,critic
32596,AUDIENCE ROTTEN,100,0,fresh,"Action,Thriller",62,,4278,Trespass,1990,1992,47,audience
32597,CRITIC FRESH,100,0,fresh,"Action,Thriller",62,,4278,Trespass,1990,1992,68,critic
32598,AUDIENCE ROTTEN,100,0,rotten,"Crime,Thriller",53,,4279,Trespass,2010,2011,22,audience
32599,CRITIC ROTTEN,100,0,rotten,"Crime,Thriller",53,,4279,Trespass,2010,2011,10,critic
32600,AUDIENCE ROTTEN,100,0,rotten,"Thriller,Crime,Drama",53,,4280,Trial by Jury,1990,1994,27,audience
32601,CRITIC ROTTEN,100,0,rotten,"Thriller,Crime,Drama",53,,4280,Trial by Jury,1990,1994,8,critic
32602,AUDIENCE FRESH,100,0,fresh,"Comedy,Music,Romance",72,75.0,4281,Trick,1995,1999,82,audience
32603,CRITIC FRESH,100,0,fresh,"Comedy,Music,Romance",72,75.0,4281,Trick,1995,1999,78,critic
32628,AUDIENCE FRESH,100,0,fresh,"Comedy,Horror,Thriller",68,,4282,Trick 'r Treat,2005,2007,71,audience
32629,CRITIC FRESH,100,0,fresh,"Comedy,Horror,Thriller",68,,4282,Trick 'r Treat,2005,2007,83,critic
32630,AUDIENCE FRESH,100,0,fresh,"Comedy,Horror,Music",58,,4283,Trick or Treat,1985,1986,62,audience
32631,CRITIC FRESH,100,0,fresh,"Comedy,Horror,Music",58,,4283,Trick or Treat,1985,1986,71,critic
32632,AUDIENCE ROTTEN,100,0,rotten,"Action,Crime,Drama",63,59.0,4284,Triple 9,2015,2016,42,audience
32633,CRITIC ROTTEN,100,0,rotten,"Action,Crime,Drama",63,59.0,4284,Triple 9,2015,2016,53,critic
32642,AUDIENCE ROTTEN,100,0,rotten,"Biography,Drama,History",69,,4285,Triumph of the Spirit,1985,1989,52,audience
32643,CRITIC ROTTEN,100,0,rotten,"Biography,Drama,History",69,,4285,Triumph of the Spirit,1985,1989,50,critic
32644,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",44,,4286,Troll,1985,1986,28,audience
32645,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",44,,4286,Troll,1985,1986,25,critic
32646,AUDIENCE ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",28,136.0,4287,Troll 2,1990,1990,43,audience
32647,CRITIC ROTTEN,100,0,rotten,"Comedy,Fantasy,Horror",28,136.0,4287,Troll 2,1990,1990,6,critic
32650,AUDIENCE FRESH,100,1,fresh,"Animation,Adventure,Comedy",65,363.0,4288,Trolls,2015,2016,68,audience
32651,CERTIFIED FRESH,100,1,fresh,"Animation,Adventure,Comedy",65,363.0,4288,Trolls,2015,2016,73,critic
32664,AUDIENCE FRESH,100,0,rotten,"Adventure,Comedy",56,175.0,4289,Troop Beverly Hills,1985,1989,61,audience
32665,CRITIC ROTTEN,100,0,rotten,"Adventure,Comedy",56,175.0,4289,Troop Beverly Hills,1985,1989,8,critic
32706,AUDIENCE FRESH,100,1,fresh,"Action,Comedy",70,2281.0,4290,Tropic Thunder,2005,2008,70,audience
32707,CERTIFIED FRESH,100,1,fresh,"Action,Comedy",70,2281.0,4290,Tropic Thunder,2005,2008,82,critic
32720,AUDIENCE FRESH,100,0,rotten,"Drama,Sport",68,,4291,Trouble with the Curve,2010,2012,66,audience
32721,CRITIC ROTTEN,100,0,rotten,"Drama,Sport",68,,4291,Trouble with the Curve,2010,2012,51,critic
32722,AUDIENCE FRESH,100,0,rotten,"Drama,History,Romance",72,2306.0,4292,Troy,2000,2004,73,audience
32723,CRITIC ROTTEN,100,0,rotten,"Drama,History,Romance",72,2306.0,4292,Troy,2000,2004,54,critic
32736,AUDIENCE FRESH,100,0,fresh,"Drama,Crime",67,,4293,True Believer,1985,1989,63,audience
32737,CRITIC FRESH,100,0,fresh,"Drama,Crime",67,,4293,True Believer,1985,1989,95,critic
32738,AUDIENCE ROTTEN,100,0,fresh,"Crime,Drama",64,,4294,True Confessions,1980,1981,53,audience
32739,CRITIC FRESH,100,0,fresh,"Crime,Drama",64,,4294,True Confessions,1980,1981,75,critic
32740,AUDIENCE FRESH,100,1,fresh,"Adventure,Drama,Western",76,889.0,4295,True Grit,2010,2010,84,audience
32741,CERTIFIED FRESH,100,1,fresh,"Adventure,Drama,Western",76,889.0,4295,True Grit,2010,2010,90,critic
32748,AUDIENCE ROTTEN,100,0,rotten,Comedy,51,,4296,True Identity,1990,1991,26,audience
32749,CRITIC ROTTEN,100,0,rotten,Comedy,51,,4296,True Identity,1990,1991,43,critic
32750,AUDIENCE FRESH,100,0,fresh,"Action,Comedy,Thriller",72,946.0,4297,True Lies,1990,1994,76,audience
32751,CRITIC FRESH,100,0,fresh,"Action,Comedy,Thriller",72,946.0,4297,True Lies,1990,1994,72,critic
32766,AUDIENCE FRESH,100,1,fresh,"Crime,Drama,Romance",79,1454.0,4298,True Romance,1990,1993,93,audience
32767,CERTIFIED FRESH,100,1,fresh,"Crime,Drama,Romance",79,1454.0,4298,True Romance,1990,1993,92,critic
32792,AUDIENCE FRESH,100,0,fresh,"Musical,Comedy",71,,4299,True Stories,1985,1986,84,audience
32793,CRITIC FRESH,100,0,fresh,"Musical,Comedy",71,,4299,True Stories,1985,1986,76,critic
